MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,対応ｺｰﾄﾞ,処置1ﾌﾗｸﾞ,手術との組み合わせ条件,処置等（１）,,処置（２）,,変更区分,有効期間,,更新日
08,0130,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0130,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0130,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0130,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0150,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0150,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0150,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0150,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
08,0150,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
08,0150,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
08,0150,1,2,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
08,0150,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
08,0150,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
08,0150,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
08,0150,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
08,0150,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0150,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0150,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0150,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0160,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0160,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0160,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0160,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
08,0160,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
08,0160,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
08,0160,1,2,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
08,0160,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
08,0160,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
08,0160,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
08,0160,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
08,0160,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0160,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0160,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0160,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0180,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0180,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0180,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0180,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
08,0180,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
08,0180,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
08,0180,1,2,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
08,0180,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
08,0180,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
08,0180,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
08,0180,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
08,0180,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0180,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0180,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0180,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0190,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0190,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0190,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0190,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
08,0190,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
08,0190,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
08,0190,1,2,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
08,0190,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
08,0190,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
08,0190,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
08,0190,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
08,0190,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0190,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0190,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0190,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0210,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0210,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0210,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0210,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
08,0210,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
08,0210,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
08,0210,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
08,0210,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0210,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0210,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0210,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0220,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0220,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0220,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0220,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
08,0220,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
08,0220,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
08,0220,1,2,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
08,0220,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
08,0220,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
08,0220,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
08,0220,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
08,0220,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0220,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0220,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0220,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0230,1,1,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0230,1,1,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0230,1,1,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0230,1,1,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
08,0230,1,1,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
08,0230,1,1,,複合組織移植術,K019,,,0,20240601,99999999,00000000
08,0245,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0245,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0245,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0245,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
08,0245,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
08,0245,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
08,0245,1,2,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
08,0245,1,2,,組織拡張器による再建手術（一連につき）　その他の場合,K0222,,,0,20240601,99999999,00000000
08,0245,1,2,,骨移植術（軟骨移植術を含む。）　自家骨移植,K0591,,,0,20240601,99999999,00000000
08,0245,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（生体）,K0592,,,0,20240601,99999999,00000000
08,0245,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（非生体）　同種骨移植（特殊なもの）,K0593ｲ,,,0,20240601,99999999,00000000
08,0245,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（非生体）　その他の場合,K0593ﾛ,,,0,20240601,99999999,00000000
08,0245,1,2,,骨移植術（軟骨移植術を含む。）　自家培養軟骨移植術,K0594,,,0,20240601,99999999,00000000
08,0245,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
08,0245,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
08,0245,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
08,0245,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
08,0245,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0245,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0245,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0245,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0250,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
08,0250,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
08,0250,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
08,0250,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
08,0250,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
08,0250,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
08,0250,1,2,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
08,0250,1,2,,組織拡張器による再建手術（一連につき）　その他の場合,K0222,,,0,20240601,99999999,00000000
08,0250,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
08,0250,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
08,0250,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
08,0250,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
08,0250,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
08,0250,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
08,0250,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
08,0250,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
08,0270,1,1,,小児食物アレルギー負荷検査,D291-2,,,0,20240601,99999999,00000000
09,0010,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
09,0010,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
09,0010,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
09,0010,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
09,0010,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　乳房再建術の場合,K0171,,,0,20240601,99999999,00000000
09,0010,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
09,0010,1,2,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
09,0010,1,2,,骨移植術（軟骨移植術を含む。）　自家骨移植,K0591,,,0,20240601,99999999,00000000
09,0010,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（生体）,K0592,,,0,20240601,99999999,00000000
09,0010,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（非生体）　同種骨移植（特殊なもの）,K0593ｲ,,,0,20240601,99999999,00000000
09,0010,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（非生体）　その他の場合,K0593ﾛ,,,0,20240601,99999999,00000000
09,0010,1,2,,骨移植術（軟骨移植術を含む。）　自家培養軟骨移植術,K0594,,,0,20240601,99999999,00000000
09,0010,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
09,0010,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
09,0010,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
09,0010,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
09,0010,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
09,0010,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
09,0010,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
09,0010,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
09,0010,1,1,,陥没乳頭形成術、再建乳房乳頭形成術,K476-2,,,0,20240601,99999999,00000000
09,0010,1,1,,動脈（皮）弁及び筋（皮）弁を用いた乳房再建術（乳房切除後）　一次的に行うもの,K476-31,,,0,20240601,99999999,00000000
09,0020,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
09,0020,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
09,0020,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
09,0020,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
09,0020,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　乳房再建術の場合,K0171,,,0,20240601,99999999,00000000
09,0020,1,2,,複合組織移植術,K019,,,0,20240601,99999999,00000000
09,0020,1,2,,組織拡張器による再建手術（一連につき）　その他の場合,K0222,,,0,20240601,99999999,00000000
09,0020,1,2,,骨移植術（軟骨移植術を含む。）　自家骨移植,K0591,,,0,20240601,99999999,00000000
09,0020,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（生体）,K0592,,,0,20240601,99999999,00000000
09,0020,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（非生体）　同種骨移植（特殊なもの）,K0593ｲ,,,0,20240601,99999999,00000000
09,0020,1,2,,骨移植術（軟骨移植術を含む。）　同種骨移植（非生体）　その他の場合,K0593ﾛ,,,0,20240601,99999999,00000000
09,0020,1,2,,骨移植術（軟骨移植術を含む。）　自家培養軟骨移植術,K0594,,,0,20240601,99999999,00000000
09,0020,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
09,0020,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
09,0020,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
09,0020,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
09,0020,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
09,0020,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
09,0020,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
09,0020,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
09,0020,1,1,,陥没乳頭形成術、再建乳房乳頭形成術,K476-2,,,0,20240601,99999999,00000000
10,0020,1,1,,気管切開術,K386,,,0,20240601,99999999,00000000
10,0100,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
10,0100,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
10,0100,1,2,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
10,0100,1,2,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
10,0100,1,2,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
10,0100,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
10,0100,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
10,0100,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
10,0100,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
10,0100,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
10,0100,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
10,0100,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
10,0100,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
10,0170,1,1,,咽頭瘻閉鎖術,K382,,,0,20240601,99999999,00000000
10,0180,1,1,,副腎静脈サンプリング,D4195,,,0,20240601,99999999,00000000
10,0220,1,1,,頸部郭清術　片側,K4691,,,0,20240601,99999999,00000000
10,0220,1,1,,頸部郭清術　両側,K4692,,,0,20240601,99999999,00000000
10,0260,1,1,,内分泌負荷試験　下垂体前葉負荷試験　成長ホルモン（ＧＨ）（一連として）,D2871ｲ,,,0,20240601,99999999,00000000
10,0260,1,1,,内分泌負荷試験　下垂体前葉負荷試験　プロラクチン（ＰＲＬ）（一連として月１回）,D2871ﾆ,,,0,20240601,99999999,00000000
10,0260,1,1,,内分泌負荷試験　下垂体前葉負荷試験　甲状腺刺激ホルモン（ＴＳＨ）（一連として月１回）,D2871ﾊ,,,0,20240601,99999999,00000000
10,0260,1,1,,内分泌負荷試験　下垂体前葉負荷試験　副腎皮質刺激ホルモン（ＡＣＴＨ）（一連として月１回）,D2871ﾎ,,,0,20240601,99999999,00000000
10,0260,1,1,,内分泌負荷試験　下垂体前葉負荷試験　ゴナドトロピン（ＬＨ及びＦＳＨ）（一連として月１回）,D2871ﾛ,,,0,20240601,99999999,00000000
10,0310,1,1,,造影剤注入手技　動脈造影カテーテル法　主要血管の分枝血管を選択的に造影撮影した場合,E0033ｲ,,,0,20240601,99999999,00000000
11,001x,1,1,,経皮的腎生検法,D412-2,,,0,20240601,99999999,00000000
11,002x,1,1,,デブリードマン　１００平方センチメートル未満,K0021,,,0,20240601,99999999,00000000
11,002x,1,1,,デブリードマン　１００平方センチメートル以上３，０００平方センチメートル未満,K0022,,,0,20240601,99999999,00000000
11,002x,1,1,,デブリードマン　３，０００平方センチメートル以上,K0023,,,0,20240601,99999999,00000000
11,002x,1,1,,分層植皮術　２５平方センチメートル未満,K0131,,,0,20240601,99999999,00000000
11,002x,1,1,,分層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K0132,,,0,20240601,99999999,00000000
11,002x,1,1,,全層植皮術　２５平方センチメートル未満,K013-21,,,0,20240601,99999999,00000000
11,002x,1,1,,全層植皮術　２５平方センチメートル以上１００平方センチメートル未満,K013-22,,,0,20240601,99999999,00000000
11,002x,1,1,,全層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K013-23,,,0,20240601,99999999,00000000
11,002x,1,1,,全層植皮術　２００平方センチメートル以上,K013-24,,,0,20240601,99999999,00000000
11,002x,1,1,,分層植皮術　１００平方センチメートル以上２００平方センチメートル未満,K0133,,,0,20240601,99999999,00000000
11,002x,1,1,,分層植皮術　２００平方センチメートル以上,K0134,,,0,20240601,99999999,00000000
11,002x,1,1,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル未満,K0151,,,0,20240601,99999999,00000000
11,002x,1,1,,皮弁作成術、移動術、切断術、遷延皮弁術　２５平方センチメートル以上１００平方センチメートル未満,K0152,,,0,20240601,99999999,00000000
11,002x,1,1,,皮弁作成術、移動術、切断術、遷延皮弁術　１００平方センチメートル以上,K0153,,,0,20240601,99999999,00000000
11,002x,1,1,,動脈（皮）弁術、筋（皮）弁術,K016,,,0,20240601,99999999,00000000
11,002x,1,1,,遊離皮弁術（顕微鏡下血管柄付きのもの）　その他の場合,K0172,,,0,20240601,99999999,00000000
11,002x,1,1,,複合組織移植術,K019,,,0,20240601,99999999,00000000
11,002x,1,1,,自家遊離複合組織移植術（顕微鏡下血管柄付きのもの）,K020,,,0,20240601,99999999,00000000
11,002x,1,1,,粘膜移植術　４平方センチメートル未満,K0211,,,0,20240601,99999999,00000000
11,002x,1,1,,粘膜移植術　４平方センチメートル以上,K0212,,,0,20240601,99999999,00000000
11,002x,1,1,,粘膜弁手術　４平方センチメートル未満,K021-21,,,0,20240601,99999999,00000000
11,002x,1,1,,粘膜弁手術　４平方センチメートル以上,K021-22,,,0,20240601,99999999,00000000
11,002x,1,1,,神経移植術,K198,,,0,20240601,99999999,00000000
11,002x,1,1,,膀胱瘻造設術,K805,,,0,20240601,99999999,00000000
11,0060,1,1,,経皮的腎（腎盂）瘻造設術,K775,,,0,20240601,99999999,00000000
11,0070,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　止血術,K6151,,,0,20240601,99999999,00000000
11,0070,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　選択的動脈化学塞栓術,K6152,,,0,20240601,99999999,00000000
11,0070,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　門脈塞栓術（開腹によるもの）,K6153,,,0,20240601,99999999,00000000
11,0070,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　その他のもの,K6154,,,0,20240601,99999999,00000000
11,0070,1,1,,経皮的腎（腎盂）瘻造設術,K775,,,0,20240601,99999999,00000000
11,0070,1,1,,膀胱内凝血除去術,K797,,,0,20240601,99999999,00000000
11,0070,1,1,,膀胱瘻造設術,K805,,,0,20240601,99999999,00000000
11,0080,1,1,,前立腺針生検法　ＭＲＩ撮影及び超音波検査融合画像によるもの,D4131,,,0,20240601,99999999,00000000
11,0080,1,1,,前立腺針生検法　その他のもの,D4132,,,0,20240601,99999999,00000000
11,0100,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　止血術,K6151,,,0,20240601,99999999,00000000
11,0100,1,1,,血管塞栓術（頭部、胸腔、腹腔内血管等）　選択的動脈化学塞栓術,K6152,,,0,20240601,99999999,00000000
