MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,値,手術フラグ,年齢，出生時体重別の値,対応ｺｰﾄﾞ,手術１,,手術２,,手術３,,手術４,,手術５,,変更区分,有効期間,,更新日
07,0230,,04,,03,関節鏡下関節滑膜切除術　肩、股、膝,K066-21,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,滑液膜摘出術　肩、股、膝,K066-31,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,関節鏡下滑液膜摘出術　肩、股、膝,K066-41,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,膝蓋骨滑液嚢切除術,K066-5,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,関節鏡下膝蓋骨滑液嚢切除術,K066-6,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,半月板切除術,K068,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,関節鏡下半月板切除術,K068-2,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,観血的関節授動術　肩、股、膝,K0761,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,関節鏡下関節授動術　肩、股、膝,K076-21,,,,,,,,,0,20240601,99999999,00000000
07,0230,,04,,03,観血的関節制動術　肩、股、膝,K0771,,,,,,,,,0,20240601,99999999,00000000
07,0230,,03,,02,骨穿孔術,K042,,,,,,,,,0,20240601,99999999,00000000
07,0230,,03,,02,骨切り術　前腕、下腿,K0542,,,,,,,,,0,20240601,99999999,00000000
07,0230,,03,,02,脛骨近位骨切り術,K054-2,,,,,,,,,0,20240601,99999999,00000000
07,0230,,03,,02,大腿骨遠位骨切り術,K055-4,,,,,,,,,0,20240601,99999999,00000000
07,0230,,03,,02,関節形成手術　肩、股、膝,K0801,,,,,,,,,0,20240601,99999999,00000000
07,0230,,02,,01,人工関節置換術　肩、股、膝,K0821,,,,,,,,,0,20240601,99999999,00000000
07,0230,,02,,01,人工関節置換術　胸鎖、肘、手、足,K0822,,,,,,,,,0,20240601,99999999,00000000
07,0230,,02,,01,人工関節置換術　肩鎖、指（手、足）,K0823,,,,,,,,,0,20240601,99999999,00000000
07,0230,,01,,01,人工関節再置換術　肩、股、膝,K082-31,,,,,,,,,0,20240601,99999999,00000000
07,0230,,01,,01,人工関節再置換術　胸鎖、肘、手、足,K082-32,,,,,,,,,0,20240601,99999999,00000000
07,0230,,01,,01,人工関節再置換術　肩鎖、指（手、足）,K082-33,,,,,,,,,0,20240601,99999999,00000000
07,0240,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0240,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0240,,02,,97,関節脱臼非観血的整復術　肩、股、膝,K0611,,,,,,,,,0,20240601,99999999,00000000
07,0240,,02,,97,関節脱臼非観血的整復術　胸鎖、肘、手、足,K0612,,,,,,,,,0,20240601,99999999,00000000
07,0240,,02,,97,関節脱臼非観血的整復術　肩鎖、指（手、足）、小児肘内障,K0613,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,股関節筋群解離術,K026,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,腱切離・切除術（関節鏡下によるものを含む。）,K034,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節脱臼観血的整復術　肩、股、膝,K0631,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節脱臼観血的整復術　胸鎖、肘、手、足,K0632,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節脱臼観血的整復術　肩鎖、指（手、足）,K0633,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,観血的関節授動術　肩、股、膝,K0761,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,観血的関節授動術　胸鎖、肘、手、足,K0762,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節鏡下関節授動術　肩、股、膝,K076-21,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節鏡下関節授動術　胸鎖、肘、手、足,K076-22,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節鏡下関節授動術　肩鎖、指（手、足）,K076-23,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,観血的関節授動術　肩鎖、指（手、足）,K0763,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,観血的関節制動術　肩、股、膝,K0771,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,観血的関節制動術　胸鎖、肘、手、足,K0772,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,観血的関節制動術　肩鎖、指（手、足）,K0773,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,観血的関節固定術　胸鎖、肘、手、足,K0782,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,靱帯断裂形成手術　十字靱帯,K0791,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,靱帯断裂形成手術　膝側副靱帯,K0792,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節鏡下靱帯断裂形成手術　十字靱帯,K079-21,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節鏡下靱帯断裂形成手術　膝側副靱帯,K079-22,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節鏡下靱帯断裂形成手術　指（手、足）その他の靱帯,K079-23,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節鏡下靱帯断裂形成手術　内側膝蓋大腿靱帯,K079-24,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,靱帯断裂形成手術　指（手、足）その他の靱帯,K0793,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,関節形成手術　肩鎖、指（手、足）,K0803,,,,,,,,,0,20240601,99999999,00000000
07,0240,,01,,97,足三関節固定（ランブリヌディ）手術,K094,,,,,,,,,0,20240601,99999999,00000000
07,0250,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0250,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節内異物（挿入物を含む。）除去術　肩、股、膝,K0651,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下関節内異物（挿入物を含む。）除去術　肩、股、膝,K065-21,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節滑膜切除術　肩、股、膝,K0661,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下関節滑膜切除術　肩、股、膝,K066-21,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,滑液膜摘出術　肩、股、膝,K066-31,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下滑液膜摘出術　肩、股、膝,K066-41,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,膝蓋骨滑液嚢切除術,K066-5,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下膝蓋骨滑液嚢切除術,K066-6,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,掌指関節滑膜切除術,K066-7,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下掌指関節滑膜切除術,K066-8,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鼠摘出手術　肩、股、膝,K0671,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鼠摘出手術　胸鎖、肘、手、足,K0672,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下関節鼠摘出手術　肩、股、膝,K067-21,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下関節鼠摘出手術　胸鎖、肘、手、足,K067-22,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下関節鼠摘出手術　肩鎖、指（手、足）,K067-23,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鼠摘出手術　肩鎖、指（手、足）,K0673,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節切除術　肩、股、膝,K0721,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節切除術　胸鎖、肘、手、足,K0722,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節切除術　肩鎖、指（手、足）,K0723,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,靱帯断裂縫合術　十字靱帯,K0741,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,靱帯断裂縫合術　膝側副靱帯,K0742,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下靱帯断裂縫合術　十字靱帯,K074-21,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下靱帯断裂縫合術　膝側副靱帯,K074-22,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下靱帯断裂縫合術　指（手、足）その他の靱帯,K074-23,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,靱帯断裂縫合術　指（手、足）その他の靱帯,K0743,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,観血的関節授動術　胸鎖、肘、手、足,K0762,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下関節授動術　胸鎖、肘、手、足,K076-22,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,観血的関節固定術　肩、股、膝,K0781,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,観血的関節固定術　胸鎖、肘、手、足,K0782,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,観血的関節固定術　肩鎖、指（手、足）,K0783,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,靱帯断裂形成手術　十字靱帯,K0791,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,靱帯断裂形成手術　膝側副靱帯,K0792,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下靱帯断裂形成手術　十字靱帯,K079-21,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下靱帯断裂形成手術　膝側副靱帯,K079-22,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下靱帯断裂形成手術　指（手、足）その他の靱帯,K079-23,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節鏡下靱帯断裂形成手術　内側膝蓋大腿靱帯,K079-24,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,靱帯断裂形成手術　指（手、足）その他の靱帯,K0793,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節形成手術　肩、股、膝,K0801,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節形成手術　胸鎖、肘、手、足,K0802,,,,,,,,,0,20240601,99999999,00000000
07,0250,,02,,97,関節形成手術　肩鎖、指（手、足）,K0803,,,,,,,,,0,20240601,99999999,00000000
07,0250,,01,,97,人工関節置換術　肩、股、膝,K0821,,,,,,,,,0,20240601,99999999,00000000
07,0250,,01,,97,人工関節置換術　胸鎖、肘、手、足,K0822,,,,,,,,,0,20240601,99999999,00000000
07,0250,,01,,97,人工関節置換術　肩鎖、指（手、足）,K0823,,,,,,,,,0,20240601,99999999,00000000
07,0270,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0270,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,筋膜切離術、筋膜切開術,K023,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,腱移行術　その他のもの,K0402,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,腓骨筋腱腱鞘形成術,K040-3,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,靱帯断裂形成手術　十字靱帯,K0791,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,靱帯断裂形成手術　膝側副靱帯,K0792,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,関節鏡下靱帯断裂形成手術　十字靱帯,K079-21,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,関節鏡下靱帯断裂形成手術　膝側副靱帯,K079-22,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,関節鏡下靱帯断裂形成手術　指（手、足）その他の靱帯,K079-23,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,関節鏡下靱帯断裂形成手術　内側膝蓋大腿靱帯,K079-24,,,,,,,,,0,20240601,99999999,00000000
07,0270,,02,,97,靱帯断裂形成手術　指（手、足）その他の靱帯,K0793,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,骨穿孔術,K042,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,骨部分切除術　鎖骨、膝蓋骨、手、足、指（手、足）その他,K0493,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,骨切り術　前腕、下腿,K0542,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,脛骨近位骨切り術,K054-2,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,大腿骨遠位骨切り術,K055-4,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節鼠摘出手術　肩、股、膝,K0671,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節鼠摘出手術　胸鎖、肘、手、足,K0672,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節鏡下関節鼠摘出手術　肩、股、膝,K067-21,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節鏡下関節鼠摘出手術　胸鎖、肘、手、足,K067-22,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節鏡下関節鼠摘出手術　肩鎖、指（手、足）,K067-23,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節鼠摘出手術　肩鎖、指（手、足）,K0673,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節内骨折観血的手術　肩、股、膝、肘,K0731,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節鏡下関節内骨折観血的手術　肩、股、膝、肘,K073-21,,,,,,,,,0,20240601,99999999,00000000
07,0270,,01,,97,関節形成手術　肩、股、膝,K0801,,,,,,,,,0,20240601,99999999,00000000
07,0280,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0280,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0280,,04,,97,偽関節手術　鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他,K0563,,,,,,,,,0,20240601,99999999,00000000
07,0280,,04,,97,変形治癒骨折矯正手術　肩甲骨、上腕、大腿,K0571,,,,,,,,,0,20240601,99999999,00000000
07,0280,,04,,97,変形治癒骨折矯正手術　前腕、下腿,K0572,,,,,,,,,0,20240601,99999999,00000000
07,0280,,04,,97,変形治癒骨折矯正手術　鎖骨、膝蓋骨、手、足、指（手、足）その他,K0573,,,,,,,,,0,20240601,99999999,00000000
07,0280,,03,,97,腱移植術（人工腱形成術を含む。）　指（手、足）,K0391,,,,,,,,,0,20240601,99999999,00000000
07,0280,,03,,97,腱移植術（人工腱形成術を含む。）　その他のもの,K0392,,,,,,,,,0,20240601,99999999,00000000
07,0280,,03,,97,骨掻爬術　肩甲骨、上腕、大腿,K0431,,,,,,,,,0,20240601,99999999,00000000
07,0280,,03,,97,骨掻爬術　前腕、下腿,K0432,,,,,,,,,0,20240601,99999999,00000000
07,0280,,03,,97,骨掻爬術　鎖骨、膝蓋骨、手、足その他,K0433,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨穿孔術,K042,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨折観血的手術　肩甲骨、上腕、大腿,K0461,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨折観血的手術　前腕、下腿、手舟状骨,K0462,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,観血的整復固定術（インプラント周囲骨折に対するもの）　肩甲骨、上腕、大腿,K046-21,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,観血的整復固定術（インプラント周囲骨折に対するもの）　前腕、下腿,K046-22,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,観血的整復固定術（インプラント周囲骨折に対するもの）　手、足、指（手、足）,K046-23,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨折観血的手術　鎖骨、膝蓋骨、手（舟状骨を除く。）、足、指（手、足）その他,K0463,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨部分切除術　肩甲骨、上腕、大腿,K0491,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨部分切除術　前腕、下腿,K0492,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨部分切除術　鎖骨、膝蓋骨、手、足、指（手、足）その他,K0493,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨全摘術　肩甲骨、上腕、大腿,K0511,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨全摘術　前腕、下腿,K0512,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,中手骨又は中足骨摘除術（２本以上）,K051-2,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨全摘術　鎖骨、膝蓋骨、手、足その他,K0513,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨切り術　肩甲骨、上腕、大腿,K0541,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,骨切り術　鎖骨、膝蓋骨、手、足、指（手、足）その他,K0543,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鼠摘出手術　肩、股、膝,K0671,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鼠摘出手術　胸鎖、肘、手、足,K0672,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鏡下関節鼠摘出手術　肩、股、膝,K067-21,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鏡下関節鼠摘出手術　胸鎖、肘、手、足,K067-22,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鏡下関節鼠摘出手術　肩鎖、指（手、足）,K067-23,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鼠摘出手術　肩鎖、指（手、足）,K0673,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,観血的関節固定術　肩、股、膝,K0781,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,観血的関節固定術　胸鎖、肘、手、足,K0782,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,観血的関節固定術　肩鎖、指（手、足）,K0783,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節形成手術　肩、股、膝,K0801,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鏡下肩関節唇形成術　腱板断裂を伴うもの,K080-51,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鏡下肩関節唇形成術　腱板断裂を伴わないもの,K080-52,,,,,,,,,0,20240601,99999999,00000000
07,0280,,02,,97,関節鏡下肩関節唇形成術　関節鏡下肩甲骨烏口突起移行術を伴うもの,K080-53,,,,,,,,,0,20240601,99999999,00000000
07,0280,,01,,01,骨切り術　前腕、下腿,K0542,,,,,,,,,0,20240601,99999999,00000000
07,0280,,01,,01,脛骨近位骨切り術,K054-2,,,,,,,,,0,20240601,99999999,00000000
07,0280,,01,,01,大腿骨遠位骨切り術,K055-4,,,,,,,,,0,20240601,99999999,00000000
07,0280,,01,,01,人工関節置換術　肩、股、膝,K0821,,,,,,,,,0,20240601,99999999,00000000
07,0280,,01,,01,人工股関節置換術（手術支援装置を用いるもの）,K082-7,,,,,,,,,0,20240601,99999999,00000000
07,0290,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0290,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0290,,04,,97,非観血的関節授動術　胸鎖、肘、手、足,K0752,,,,,,,,,0,20240601,99999999,00000000
07,0290,,03,,97,瘢痕拘縮形成手術　その他,K0102,,,,,,,,,0,20240601,99999999,00000000
07,0290,,03,,97,腱切離・切除術（関節鏡下によるものを含む。）,K034,,,,,,,,,0,20240601,99999999,00000000
07,0290,,03,,97,腱剥離術（関節鏡下によるものを含む。）,K035,,,,,,,,,0,20240601,99999999,00000000
07,0290,,03,,97,変形治癒骨折矯正手術　鎖骨、膝蓋骨、手、足、指（手、足）その他,K0573,,,,,,,,,0,20240601,99999999,00000000
07,0290,,03,,97,観血的関節授動術　胸鎖、肘、手、足,K0762,,,,,,,,,0,20240601,99999999,00000000
07,0290,,03,,97,関節鏡下関節授動術　胸鎖、肘、手、足,K076-22,,,,,,,,,0,20240601,99999999,00000000
07,0290,,03,,97,関節形成手術　胸鎖、肘、手、足,K0802,,,,,,,,,0,20240601,99999999,00000000
07,0290,,03,,97,指瘢痕拘縮手術,K099,,,,,,,,,0,20240601,99999999,00000000
07,0290,,02,,97,人工関節置換術　胸鎖、肘、手、足,K0822,,,,,,,,,0,20240601,99999999,00000000
07,0290,,01,,97,観血的関節授動術　肩、股、膝,K0761,,,,,,,,,0,20240601,99999999,00000000
07,0290,,01,,97,関節鏡下関節授動術　肩、股、膝,K076-21,,,,,,,,,0,20240601,99999999,00000000
07,0310,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0310,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0310,,02,,97,股関節筋群解離術,K026,,,,,,,,,0,20240601,99999999,00000000
07,0310,,02,,97,骨切り術　肩甲骨、上腕、大腿,K0541,,,,,,,,,0,20240601,99999999,00000000
07,0310,,02,,97,観血的関節授動術　肩、股、膝,K0761,,,,,,,,,0,20240601,99999999,00000000
07,0310,,02,,97,関節鏡下関節授動術　肩、股、膝,K076-21,,,,,,,,,0,20240601,99999999,00000000
07,0310,,02,,97,観血的関節固定術　肩、股、膝,K0781,,,,,,,,,0,20240601,99999999,00000000
07,0310,,01,,97,人工関節置換術　肩、股、膝,K0821,,,,,,,,,0,20240601,99999999,00000000
07,0320,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0320,,97,,97,手術あり,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0330,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0330,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0330,,03,,97,脊椎、骨盤内異物（挿入物）除去術,K128,,,,,,,,,0,20240601,99999999,00000000
07,0330,,02,,97,脊椎、骨盤骨掻爬術,K116,,,,,,,,,0,20240601,99999999,00000000
07,0330,,01,,97,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　前方椎体固定,K1421,,,,,,,,,0,20240601,99999999,00000000
07,0330,,01,,97,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　後方又は後側方固定,K1422,,,,,,,,,0,20240601,99999999,00000000
07,0330,,01,,97,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　後方椎体固定,K1423,,,,,,,,,0,20240601,99999999,00000000
07,0330,,01,,97,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　前方後方同時固定,K1424,,,,,,,,,0,20240601,99999999,00000000
07,0330,,01,,97,歯突起骨折骨接合術,K142-6,,,,,,,,,0,20240601,99999999,00000000
07,0330,,01,,97,腰椎分離部修復術,K142-7,,,,,,,,,0,20240601,99999999,00000000
07,034x,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,034x,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,034x,,05,,97,脊椎、骨盤内異物（挿入物）除去術,K128,,,,,,,,,0,20240601,99999999,00000000
07,034x,,04,,97,脊髄刺激装置植込術　脊髄刺激電極を留置した場合,K1901,,,,,,,,,0,20240601,99999999,00000000
07,034x,,04,,97,脊髄刺激装置植込術　ジェネレーターを留置した場合,K1902,,,,,,,,,0,20240601,99999999,00000000
07,034x,,03,,97,椎間板摘出術　前方摘出術,K1341,,,,,,,,,0,20240601,99999999,00000000
07,034x,,03,,97,椎間板摘出術　後方摘出術,K1342,,,,,,,,,0,20240601,99999999,00000000
07,034x,,03,,97,椎間板摘出術　側方摘出術,K1343,,,,,,,,,0,20240601,99999999,00000000
07,034x,,03,,97,椎間板摘出術　経皮的髄核摘出術,K1344,,,,,,,,,0,20240601,99999999,00000000
07,034x,,03,,97,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　椎弓切除,K1425,,,,,,,,,0,20240601,99999999,00000000
07,034x,,03,,97,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　椎弓形成,K1426,,,,,,,,,0,20240601,99999999,00000000
07,034x,,03,,97,体外式脊椎固定術,K144,,,,,,,,,0,20240601,99999999,00000000
07,034x,,02,,02,内視鏡下椎弓切除術,K131-2,,,,,,,,,0,20240601,99999999,00000000
07,034x,,02,,02,内視鏡下椎弓形成術,K142-5,,,,,,,,,0,20240601,99999999,00000000
07,034x,,01,,01,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　前方椎体固定,K1421,,,,,,,,,0,20240601,99999999,00000000
07,034x,,01,,01,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　後方又は後側方固定,K1422,,,,,,,,,0,20240601,99999999,00000000
07,034x,,01,,01,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　後方椎体固定,K1423,,,,,,,,,0,20240601,99999999,00000000
07,034x,,01,,01,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　前方後方同時固定,K1424,,,,,,,,,0,20240601,99999999,00000000
07,034x,,01,,01,歯突起骨折骨接合術,K142-6,,,,,,,,,0,20240601,99999999,00000000
07,034x,,01,,01,腰椎分離部修復術,K142-7,,,,,,,,,0,20240601,99999999,00000000
07,0341,,99,,99,手術なし,KKK0,,,,,,,,,0,20240601,99999999,00000000
07,0341,,97,,97,定義テーブルにない手術,KKK1,,,,,,,,,0,20240601,99999999,00000000
07,0341,,06,,97,脊椎、骨盤内異物（挿入物）除去術,K128,,,,,,,,,0,20240601,99999999,00000000
07,0341,,05,,97,脊髄刺激装置植込術　脊髄刺激電極を留置した場合,K1901,,,,,,,,,0,20240601,99999999,00000000
07,0341,,05,,97,脊髄刺激装置植込術　ジェネレーターを留置した場合,K1902,,,,,,,,,0,20240601,99999999,00000000
07,0341,,04,,97,椎間板摘出術　前方摘出術,K1341,,,,,,,,,0,20240601,99999999,00000000
07,0341,,04,,97,椎間板摘出術　後方摘出術,K1342,,,,,,,,,0,20240601,99999999,00000000
07,0341,,04,,97,椎間板摘出術　側方摘出術,K1343,,,,,,,,,0,20240601,99999999,00000000
07,0341,,04,,97,椎間板摘出術　経皮的髄核摘出術,K1344,,,,,,,,,0,20240601,99999999,00000000
07,0341,,03,,03,内視鏡下椎弓切除術,K131-2,,,,,,,,,0,20240601,99999999,00000000
07,0341,,03,,03,内視鏡下椎弓形成術,K142-5,,,,,,,,,0,20240601,99999999,00000000
07,0341,,02,,02,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　前方椎体固定,K1421,,,,,,,,,0,20240601,99999999,00000000
07,0341,,02,,02,脊椎固定術、椎弓切除術、椎弓形成術（多椎間又は多椎弓の場合を含む。）　椎弓切除,K1425,,,,,,,,,0,20240601,99999999,00000000
