MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,対応ｺｰﾄﾞ,処置2ﾌﾗｸﾞ,処置等(1),,処置等(2),,変更区分,有効期間,,更新日
08,0180,1,5,皮膚レーザー照射療法（一連につき）　色素レーザー照射療法,J054-21,,,0,20220401,99999999,00000000
08,0180,1,5,皮膚レーザー照射療法（一連につき）　Ｑスイッチ付レーザー照射療法　４平方センチメートル未満,J054-22ｲ,,,0,20220401,99999999,00000000
08,0180,1,5,皮膚レーザー照射療法（一連につき）　Ｑスイッチ付レーザー照射療法　６４平方センチメートル以上,J054-22ﾆ,,,0,20220401,99999999,00000000
08,0180,1,5,皮膚レーザー照射療法（一連につき）　Ｑスイッチ付レーザー照射療法　１６平方センチメートル以上６４平方センチメートル未満,J054-22ﾊ,,,0,20220401,99999999,00000000
08,0180,1,5,皮膚レーザー照射療法（一連につき）　Ｑスイッチ付レーザー照射療法　４平方センチメートル以上１６平方センチメートル未満,J054-22ﾛ,,,0,20220401,99999999,00000000
08,0245,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
08,0245,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
08,0245,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
08,0245,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
08,0250,1,2,局所陰圧閉鎖処置（入院）（１日につき）　１００平方センチメートル未満,J0031,,,0,20220401,99999999,00000000
08,0250,1,2,局所陰圧閉鎖処置（入院）（１日につき）　１００平方センチメートル以上２００平方センチメートル未満,J0032,,,0,20220401,99999999,00000000
08,0250,1,2,局所陰圧閉鎖処置（入院）（１日につき）　２００平方センチメートル以上,J0033,,,0,20220401,99999999,00000000
08,0250,1,1,重度褥瘡処置（１日につき）　１００平方センチメートル未満,J001-41,,,0,20220401,99999999,00000000
08,0250,1,1,重度褥瘡処置（１日につき）　１００平方センチメートル以上５００平方センチメートル未満,J001-42,,,0,20220401,99999999,00000000
08,0250,1,1,重度褥瘡処置（１日につき）　５００平方センチメートル以上３，０００平方センチメートル未満,J001-43,,,0,20220401,99999999,00000000
08,0250,1,1,重度褥瘡処置（１日につき）　３，０００平方センチメートル以上６，０００平方センチメートル未満,J001-44,,,0,20220401,99999999,00000000
08,0250,1,1,重度褥瘡処置（１日につき）　６，０００平方センチメートル以上,J001-45,,,0,20220401,99999999,00000000
09,0010,A,16,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
09,0010,A,16,アテゾリズマブ,0231,,,0,20220401,99999999,00000000
09,0010,9,15,トラスツズマブ　エムタンシン,0167,,,0,20220401,99999999,00000000
09,0010,9,15,トラスツズマブ　デルクステカン,0272,,,0,20220401,99999999,00000000
09,0010,8,14,ペルツズマブ,0117,,,0,20220401,99999999,00000000
09,0010,8,14,ペルツズマブ／トラスツズマブ／ボルヒアルロニダーゼ　アルファ,0312,,,3,20231122,99999999,20231122
09,0010,7,13,ベバシズマブ,0056,,,0,20220401,99999999,00000000
09,0010,6,12,パクリタキセル（アルブミン懸濁型）,0102,,,0,20220401,99999999,00000000
09,0010,6,11,トラスツズマブ,0036,,,0,20220401,99999999,00000000
09,0010,5,10,エリブリンメシル酸塩,0123,,,0,20220401,99999999,00000000
09,0010,4,9,ゲムシタビン塩酸塩,0097,,,0,20220401,99999999,00000000
09,0010,4,8,シクロホスファミド＋塩酸エピルビシンあり,0059,,,0,20220401,99999999,00000000
09,0010,4,7,ドセタキセル,0134,,,0,20220401,99999999,00000000
09,0010,4,7,パクリタキセル,0135,,,0,20220401,99999999,00000000
09,0010,3,6,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
09,0010,2,5,放射線療法,0008,,,0,20220401,99999999,00000000
09,0010,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
09,0010,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
09,0010,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
09,0010,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
09,0010,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
09,0010,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
09,0020,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
09,0020,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
09,0020,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
09,0020,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
09,0020,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
09,0020,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
09,0030,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
09,0030,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
09,0030,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
09,0030,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
09,0030,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
09,0030,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
09,0040,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
09,0040,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
09,0040,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
09,0040,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
09,0040,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
09,0040,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
10,0020,6,13,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
10,0020,5,12,ヒトチロトロピン　アルファ,0136,,,0,20220401,99999999,00000000
10,0020,4,11,レンバチニブメシル酸塩,0168,,,0,20220401,99999999,00000000
10,0020,3,10,ソラフェニブトシル酸塩,0073,,,0,20220401,99999999,00000000
10,0020,2,9,Ｉ１３１内用療法,0019,,,0,20220401,99999999,00000000
10,0020,1,8,化学療法,0005,,,0,20220401,99999999,00000000
10,0020,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
10,0030,2,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
10,0030,1,8,化学療法,0005,,,0,20220401,99999999,00000000
10,0030,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
10,0040,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
10,0040,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
10,0050,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
10,006x,2,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
10,006x,1,1,インスリン製剤（注射薬に限る。）,0169,,,0,20220401,99999999,00000000
10,007x,2,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
10,007x,1,1,インスリン製剤（注射薬に限る。）,0169,,,0,20220401,99999999,00000000
10,008x,2,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
10,008x,1,1,インスリン製剤（注射薬に限る。）,0169,,,0,20220401,99999999,00000000
10,0100,1,9,プロスタグランジンＥ１製剤（注射薬に限る。）,0077,,,0,20220401,99999999,00000000
10,0100,1,5,局所陰圧閉鎖処置（入院）（１日につき）　１００平方センチメートル未満,J0031,,,0,20220401,99999999,00000000
10,0100,1,5,局所陰圧閉鎖処置（入院）（１日につき）　１００平方センチメートル以上２００平方センチメートル未満,J0032,,,0,20220401,99999999,00000000
10,0100,1,5,局所陰圧閉鎖処置（入院）（１日につき）　２００平方センチメートル以上,J0033,,,0,20220401,99999999,00000000
10,0100,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
10,0130,1,5,組織試験採取、切採法　甲状腺,D4179,,,0,20220401,99999999,00000000
10,0130,1,4,エタノールの局所注入,J017,,,0,20220401,99999999,00000000
10,0140,2,9,Ｉ１３１内用療法,0019,,,0,20220401,99999999,00000000
10,0140,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
10,0140,1,5,エタノールの局所注入,J017,,,0,20220401,99999999,00000000
10,0140,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
10,0140,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
10,0140,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
10,0140,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
10,0140,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
10,0180,2,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
10,0180,1,8,化学療法,0005,,,0,20220401,99999999,00000000
10,0180,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
10,0190,1,8,化学療法,0005,,,0,20220401,99999999,00000000
10,0202,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
10,0210,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
10,0220,1,1,エボカルセト,0292,,,0,20220401,99999999,00000000
10,0220,1,1,シナカルセト塩酸塩,0295,,,0,20220401,99999999,00000000
10,0250,2,2,内分泌負荷試験　下垂体前葉負荷試験を２種類以上,0265,,,0,20220401,99999999,00000000
10,0250,1,1,内分泌負荷試験　下垂体前葉負荷試験を１種類,0264,,,0,20220401,99999999,00000000
10,0260,1,9,ソマトスタチンアナログ,0032,,,0,20220401,99999999,00000000
10,0260,1,9,ペグビソマント,0079,,,0,20220401,99999999,00000000
10,0260,1,8,化学療法,0005,,,0,20220401,99999999,00000000
10,0260,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
10,0270,1,9,ＬＨ－ＲＨ,0021,,,0,20220401,99999999,00000000
10,0270,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
10,0270,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
10,0290,1,9,性腺刺激ホルモン,0031,,,0,20220401,99999999,00000000
10,0290,1,9,ソマトスタチンアナログ,0032,,,0,20220401,99999999,00000000
10,0300,1,5,血漿交換療法,J039,,,0,20220401,99999999,00000000
10,0300,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
10,0330,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
10,0330,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
10,0330,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
10,0330,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
10,0330,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
10,0335,2,4,酵素補充療法,0010,,,0,20220401,99999999,00000000
10,0335,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
10,0335,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
10,0335,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
10,0335,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
10,0335,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
10,0335,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
10,0370,1,2,カナキヌマブ,0126,,,0,20220401,99999999,00000000
10,0370,1,1,タファミジスメグルミン,0180,,,0,20220401,99999999,00000000
10,0370,1,1,パチシランナトリウム,0247,,,0,20220401,99999999,00000000
10,0370,1,1,タファミジス,0285,,,0,20220401,99999999,00000000
10,0370,1,1,ブトリシランナトリウム,0307,,,3,20221116,99999999,20221116
11,001x,5,14,イピリムマブ,0213,,,0,20220401,99999999,00000000
11,001x,5,13,アベルマブ,0212,,,0,20220401,99999999,00000000
11,001x,5,12,ニボルマブ,0153,,,0,20220401,99999999,00000000
11,001x,5,12,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
11,001x,4,11,ＩＬ－２,0020,,,0,20220401,99999999,00000000
11,001x,3,10,テムシロリムス,0099,,,0,20220401,99999999,00000000
11,001x,2,9,パゾパニブ塩酸塩,0181,,,0,20220401,99999999,00000000
11,001x,2,8,スニチニブリンゴ酸塩,0071,,,0,20220401,99999999,00000000
11,001x,2,8,エベロリムス,0095,,,0,20220401,99999999,00000000
11,001x,2,8,カボザンチニブリンゴ酸塩,0268,,,0,20220401,99999999,00000000
11,001x,2,7,ソラフェニブトシル酸塩,0073,,,0,20220401,99999999,00000000
11,001x,2,7,アキシチニブ,0111,,,0,20220401,99999999,00000000
11,001x,1,6,化学療法,0005,,,0,20220401,99999999,00000000
11,001x,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
11,001x,1,5,インターフェロン,0002,,,0,20220401,99999999,00000000
11,001x,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
11,001x,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
11,001x,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
11,001x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
11,001x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
11,002x,2,9,ニボルマブ,0153,,,0,20220401,99999999,00000000
11,002x,2,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
11,002x,2,9,アベルマブ,0212,,,0,20220401,99999999,00000000
11,002x,1,8,化学療法,0005,,,0,20220401,99999999,00000000
11,002x,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
11,0050,2,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
11,0050,1,8,化学療法,0005,,,0,20220401,99999999,00000000
11,0050,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
11,0050,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
11,0050,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
11,0050,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
11,0050,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
11,0050,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
11,0060,3,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
11,0060,3,9,アベルマブ,0212,,,0,20220401,99999999,00000000
11,0060,2,8,化学療法,0005,,,0,20220401,99999999,00000000
11,0060,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
11,0060,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
11,0060,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
11,0060,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
11,0060,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
11,0060,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
11,0070,3,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
11,0070,3,9,アベルマブ,0212,,,0,20220401,99999999,00000000
11,0070,2,8,化学療法,0005,,,0,20220401,99999999,00000000
11,0070,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
11,0070,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
11,0070,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
11,0070,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
11,0070,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
11,0070,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
11,0080,8,11,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
11,0080,7,10,密封小線源治療　組織内照射　前立腺癌に対する永久挿入療法,M0043ｲ,,,0,20220401,99999999,00000000
11,0080,5,8,カバジタキセル　アセトン付加物,0182,,,0,20220401,99999999,00000000
11,0080,4,7,アビラテロン酢酸エステル,0183,,,0,20220401,99999999,00000000
11,0080,4,6,エンザルタミド,0184,,,0,20220401,99999999,00000000
11,0080,4,6,アパルタミド,0243,,,0,20220401,99999999,00000000
11,0080,4,6,ダロルタミド,0267,,,0,20220401,99999999,00000000
11,0080,3,5,ドセタキセル,0134,,,0,20220401,99999999,00000000
11,0080,3,4,化学療法,0005,,,0,20220401,99999999,00000000
11,0080,3,4,塩化ラジウム（２２３Ｒａ）,0227,,,0,20220401,99999999,00000000
11,0080,2,3,放射線療法,0008,,,0,20220401,99999999,00000000
11,0080,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
11,0080,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
11,0080,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
11,0080,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
11,0080,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
11,0100,2,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
11,0100,1,8,化学療法,0005,,,0,20220401,99999999,00000000
11,0100,1,6,放射線療法,0008,,,0,20220401,99999999,00000000
11,0100,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
11,0100,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
11,0100,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
11,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
11,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
11,013x,1,4,シンチグラム（画像を伴うもの）　部分（静態）（一連につき）,E1001,,,0,20220401,99999999,00000000
11,013x,1,4,シンチグラム（画像を伴うもの）　部分（動態）（一連につき）,E1002,,,0,20220401,99999999,00000000
11,013x,1,4,シンチグラム（画像を伴うもの）　全身（一連につき）,E1003,,,0,20220401,99999999,00000000
11,0260,3,6,リツキシマブ,0045,,,0,20220401,99999999,00000000
11,0260,2,5,血漿交換療法,J039,,,0,20220401,99999999,00000000
11,0260,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
11,0270,3,5,血漿交換療法,J039,,,0,20220401,99999999,00000000
11,0270,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
11,0280,3,5,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
11,0280,2,4,腹膜灌流　連続携行式腹膜灌流,J0421,,,0,20220401,99999999,00000000
11,0280,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
11,0290,3,5,持続緩徐式血液濾過,J038-2,,,0,20220401,99999999,00000000
11,0290,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
11,0420,1,4,シンチグラム（画像を伴うもの）　部分（静態）（一連につき）,E1001,,,0,20220401,99999999,00000000
11,0420,1,4,シンチグラム（画像を伴うもの）　部分（動態）（一連につき）,E1002,,,0,20220401,99999999,00000000
11,0420,1,4,シンチグラム（画像を伴うもの）　全身（一連につき）,E1003,,,0,20220401,99999999,00000000
12,0010,8,12,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
12,0010,7,11,ベバシズマブ,0056,,,0,20220401,99999999,00000000
12,0010,6,10,ドキソルビシン塩酸塩　リポソーム製剤,0101,,,0,20220401,99999999,00000000
12,0010,5,9,カルボプラチン＋パクリタキセルあり,0054,,,0,20220401,99999999,00000000
12,0010,5,9,カルボプラチン＋ドセタキセルあり,0069,,,0,20220401,99999999,00000000
12,0010,4,8,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
12,0010,3,7,化学療法ありかつ放射線療法あり,0047,,,0,20220401,99999999,00000000
12,0010,2,6,化学療法なしかつ放射線療法あり,0048,,,0,20220401,99999999,00000000
12,0010,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
12,0010,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0010,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0010,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0010,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,002x,6,10,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
12,002x,6,10,セミプリマブ,0310,,,3,20230315,99999999,20230315
12,002x,5,9,ベバシズマブ,0056,,,0,20220401,99999999,00000000
12,002x,5,9,トラベクテジン,0223,,,0,20220401,99999999,00000000
12,002x,4,8,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
12,002x,3,7,化学療法ありかつ放射線療法あり,0047,,,0,20220401,99999999,00000000
12,002x,2,6,化学療法なしかつ放射線療法あり,0048,,,0,20220401,99999999,00000000
12,002x,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
12,002x,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,002x,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,002x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,002x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0030,4,9,ニボルマブ,0153,,,0,20220401,99999999,00000000
12,0030,4,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
12,0030,4,9,アベルマブ,0212,,,0,20220401,99999999,00000000
12,0030,3,8,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
12,0030,2,6,放射線療法,0008,,,0,20220401,99999999,00000000
12,0030,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
12,0030,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0030,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0030,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0030,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0040,4,9,ニボルマブ,0153,,,0,20220401,99999999,00000000
12,0040,4,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
12,0040,4,9,アベルマブ,0212,,,0,20220401,99999999,00000000
12,0040,3,8,化学療法ありかつ放射線療法なし,0046,,,0,20220401,99999999,00000000
12,0040,2,6,放射線療法,0008,,,0,20220401,99999999,00000000
12,0040,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
12,0040,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0040,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0040,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0040,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0050,2,9,ペムブロリズマブ,0204,,,0,20220401,99999999,00000000
12,0050,1,8,化学療法,0005,,,0,20220401,99999999,00000000
12,0060,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0060,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0060,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0060,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0070,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0070,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0070,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0070,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0080,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0080,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0080,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0080,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0090,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0090,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0090,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0090,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0100,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0100,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0110,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0110,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0110,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0110,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0120,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
12,0120,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
12,0120,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
12,0120,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
12,0130,1,2,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
